Itce444eb10ce9277b35d52ab8a38a93f1	王族のサファイア	ラウンド・ブリリアントカット	55358	Hp	-9
Itb81fde9fe5e68365752def3ac9ab0ca4	王妃のエメラルド	ペアシェイプ・ブリリアントカット	18004	Def	9
It90288b2ed0be0c5371a712159e7a9cf3	王女のアメジスト	ハート・ブリリアントカット	37248	Hp	5
It43e741fb7b92680e6b2471536c65c05e	王子のサファイア	スクウェアステップカット	21849	Mp	3
It43e18537e46cd02ad8ee41e3a1b564d3	秘密のルビー	フランダースカット	15347	Def	-10
It1bbcb5639f534b2f0ab43cab80c8e9a2	殺戮のルビー	ペアシェイプ・ブリリアントカット	12546	Hp	0
It211c4ad69ececae3c2e1d61055af2213	王族のトパーズ	プリンセスカット	2131	Mp	3
It88c57dc4784213410ff7774a9cbbb2b0	王妃のサファイア	プリンセスカット	33014	Def	6
It2fdc63813bbf4ce2770c88da9c4fa5f0	王族のトパーズ	フランダースカット	50624	Hp	5
Itf5de987de1c580de365b3d8e03c96020	王族のエメラルド	オールドマイン・ブリリアントカット	63524	Def	-5
It68df76f8f66394b65975706ad061f272	秘密のエメラルド	オールドマイン・ブリリアントカット	43403	Int	-8
It7cb54db88843bc021177dd11124250f1	王妃のエメラルド	オーバル・ブリリアントカット	16876	Exp	3
It3b69fdc37e11ab6a3242be0996e87687	伝説のアクアマリン	ラウンド・ブリリアントカット	61423	Exp	-4
It2e4d1f58a3695485211c67a39b4f1088	王妃のトパーズ	スクウェアステップカット	27117	Int	1
Itc6b4764ce977ca0a7b7b1a49dd3e90ca	伝説のルビー	オーバル・ブリリアントカット	1044	Def	5
It2a70fddccc3c4ce836b0683c62a11302	秘密のアメジスト	レイディエントカット	11694	Def	-5
Itf41fe189d782c5b022d4246064f203be	王子のルビー	フランダースカット	22678	Mp	4
It1c1d9f990dfddfce1a29bb2f75e95003	王妃のルビー	バゲットカット	4959	Exp	8
It095a19f6dae608c4de909dcd0e4d4879	殺戮のアクアマリン	エメラルドカット	42355	Exp	6
It0c3ba7850d8346022ec0b030d71b20b7	血塗られたトパーズ	エメラルドカット	10837	Exp	-6
It4e075b2f509f9617c23ffa03df9573c6	血塗られたアクアマリン	ペアシェイプ・ブリリアントカット	23221	Atk	0
It863aa79b446440bd0cc7c518244bbe3b	怪奇のダイヤモンド	バゲットカット	7926	Mp	6
It3c258aad1ac0f7a8f3a1809b599b3f80	殺戮のダイヤモンド	エメラルドカット	7934	Int	5
It7eff4a37846c3543ef43d309b93e7e3f	血塗られたトパーズ	ハート・ブリリアントカット	52593	Int	-8
It931a25e06d20d6846c770ece92b76b2f	王族のアメジスト	マルキーズ・ブリリアントカット	59849	Mp	-10
It3aa395adcbefed9d1baf8c415b771e19	王妃のルビー	ハート・ブリリアントカット	61404	Mp	-3
It0bcaed04779e28593551b21311882d5b	殺戮のトパーズ	ハート・ブリリアントカット	13644	Agi	-3
It3036075f17cbcc94304dda17363b8008	王妃のアクアマリン	ペアシェイプ・ブリリアントカット	48818	Atk	6
It69cd69af0759811c35fa4639233ed731	秘密のルビー	バリオンカット	40711	Mp	8
Itd1876fbd303ff96b26ce82fdde35e675	血塗られたアメジスト	ペアシェイプ・ブリリアントカット	15469	Agi	9
Itd46333d063032078e971fb243be87865	王子のトパーズ	オールドマイン・ブリリアントカット	7571	Hp	-5
It2dcc51af3a3adb06c7223e282d871071	王子のダイヤモンド	レイディエントカット	38893	Hp	0
It2d88b300a025b9d6395ae6fef9989be3	怪奇のルビー	スクウェアステップカット	57600	Atk	-2
Itbdc371f450285352a62abce77d7581d1	伝説のアクアマリン	ラウンド・ブリリアントカット	28858	Agi	-2
It63a367f3631b9cec82d0b3939f1b34db	秘密のサファイア	バゲットカット	20540	Atk	9
It40a83b69893a06603c9ebf86059574d7	秘密のアクアマリン	バゲットカット	36034	Agi	2
It8e580b309ebacbf9227d79dca7cfc532	エメラルド	ラウンド・ブリリアントカット	18225	Exp	5
Itfa4bea5ad09b68c836430e2892017e60	殺戮のサファイア	バゲットカット	1034	Hp	-10
It5bfff4b9c86434198347fcc10bfc2538	怪奇のエメラルド	マルキーズ・ブリリアントカット	58898	Agi	-8
It82ffe201ad0370b6c1911874674184ae	王女のアメジスト	フランダースカット	52322	Exp	8
It2b808ce47b8c9923818bd0660f940f85	伝説のトパーズ	プリンセスカット	22183	Int	-8
Ita5d71600adb5b642c549678d2940b9d3	秘密のエメラルド	バリオンカット	4696	Agi	7
It90ef4fdea66da3c41efe22170f998d2d	怪奇のダイヤモンド	バゲットカット	19195	Atk	-7
Itcd99c8367f774ab7e7369f59b036b073	怪奇のサファイア	ペアシェイプ・ブリリアントカット	52320	Hp	4
Itc74113eb00d7e1fd7a0b24b81abe8c88	王女のダイヤモンド	バゲットカット	27496	Int	5
It15002ab25d42e66d8172ed4bedd1fee7	血塗られたダイヤモンド	オールドマイン・ブリリアントカット	60882	Hp	-5
Itce98b1201e0e36aa015859be2f893014	伝説のエメラルド	ラウンド・ブリリアントカット	23185	Int	-6
It282c9f692fe6d15feb25cbc274370d7e	伝説のアクアマリン	レイディエントカット	43657	Int	-3
It776f8bb9959c8a6d3e2e6be1d586b735	殺戮のアメジスト	ペアシェイプ・ブリリアントカット	9193	Hp	7
Itc327588575cb0071594ff71e034df488	王女のサファイア	マルキーズ・ブリリアントカット	37229	Hp	-3
It4462ea80bd301f6277d1b8bd67991699	王子のアメジスト	オーバル・ブリリアントカット	30226	Hp	-2
It28d553afa33c31f714f105f70a97b975	王子のダイヤモンド	プリンセスカット	33989	Agi	-10
It1ce72edeca353127646b060e558fef75	伝説のルビー	エメラルドカット	30888	Agi	4
Itb2c2ef8f6cd3b570ef3579f52c7c0649	伝説のダイヤモンド	ラウンド・ブリリアントカット	24858	Hp	-4
It7a23da7b29be6b053e80a08246361c99	王族のエメラルド	ペアシェイプ・ブリリアントカット	19049	Int	4
It5caa4499136c50e7eb5fc198ec83435d	王女のエメラルド	ペアシェイプ・ブリリアントカット	28896	Def	-4
It1f0009f1b3f5e8f059f4c40b19100ba7	怪奇のルビー	オーバル・ブリリアントカット	53645	Atk	-5
Itffc4a1879c1216adb49c902876b1b837	秘密のアメジスト	プリンセスカット	53429	Exp	8
It6cc28a1fb4928cc7d28f483fb32d5657	王族のエメラルド	オールドマイン・ブリリアントカット	52900	Hp	-8
It1f0a4bb8d17dd17956f0b54d91aa9022	殺戮のアメジスト	レイディエントカット	12077	Atk	-10
It3a08bc729f88078f81887b0eb6b52b3d	秘密のダイヤモンド	オーバル・ブリリアントカット	25304	Int	-2
It7268fc2042971f7a4e369cf73ec1bad8	伝説のエメラルド	ペアシェイプ・ブリリアントカット	59952	Hp	0
It31158e44b91bee099b274cc71ad63119	王女のアクアマリン	ラウンド・ブリリアントカット	4924	Mp	0
Itd443f1c3437758c5595ec14bfe6d58e7	王女のエメラルド	プリンセスカット	59475	Exp	-2
It89869be0eee0756c2f89da2224061b1a	王族のアクアマリン	レイディエントカット	49178	Int	1
It5f9440d6d280f64028ad2dad1cb24557	王子のトパーズ	バゲットカット	56334	Mp	7
Ita51bf4d3154f3ba8bda3b48901227ca1	殺戮のアクアマリン	ラウンド・ブリリアントカット	20898	Agi	9
It33bd08a97a3dcaac05cdcd5f7e7895f5	殺戮のエメラルド	バリオンカット	14249	Agi	6
It5ab7ddb66ca517c2a33fb5a495895c49	血塗られたダイヤモンド	オールドマイン・ブリリアントカット	24888	Exp	-5
Itb3085d889529f6367c7e5b1a27fb4dae	王女のルビー	フランダースカット	62818	Atk	-6
Ita071bec3e4f8ac73f34d9348c023d397	秘密のアクアマリン	フランダースカット	50566	Int	2
It5d6698ab59113e72781ae366953eb247	王女のダイヤモンド	バゲットカット	55365	Exp	-1
It64c410997befb76e34dfcc15b3bea610	王女のルビー	フランダースカット	37688	Int	-9
Itb3cbc69d81c79f8f2c107456fab6bc20	怪奇のサファイア	プリンセスカット	13606	Def	7
It2e74bafb72b8906c44c10de9bd7f9adb	王族のアメジスト	ラウンド・ブリリアントカット	5063	Exp	7
It5e8da1e8a032b5d0598c5268e3266639	王妃のアメジスト	オールドマイン・ブリリアントカット	11631	Hp	3
It5afe8b3ddd68bdef21ad80b90193ce3b	王女のアメジスト	オールドマイン・ブリリアントカット	22769	Atk	9
Itaa10eea795f86b327bf6e6418351cdff	トパーズ	バリオンカット	29950	Int	-5
It2a003e9a3ae9e35c4ab7355a43d82677	アメジスト	ラウンド・ブリリアントカット	37775	Def	-10
Ita71387c8395984bea5394ddcb49e0451	王族のアメジスト	オーバル・ブリリアントカット	53450	Def	-7
Itd752e38b14f4b9dfa769e58f6666a4a8	王妃のサファイア	マルキーズ・ブリリアントカット	56758	Atk	9
It30e86e1ee714b18c81e40b1264562dda	王族のダイヤモンド	バリオンカット	3454	Hp	-8
It5ef550c474985d7bbfe613782d37d2c7	ルビー	レイディエントカット	34575	Int	-6
Itdca24eabc12a945ad3394991fab8c069	怪奇のトパーズ	バゲットカット	25029	Def	-1
It7e4c27246d4c75ae3df2a35c63f34c7d	秘密のルビー	ハート・ブリリアントカット	49307	Int	-9
It6a37035eec002f0f3d5fc5831518135e	王女のアクアマリン	フランダースカット	30130	Int	0
It32186a8a210432ab818868a2125e6332	王妃のダイヤモンド	ペアシェイプ・ブリリアントカット	49769	Atk	-9
It60966042fd8102e2232008aa53a22b48	王族のサファイア	ラウンド・ブリリアントカット	52224	Int	-8
It782f95f717c0d27ae8c66b7bb1deaafc	王族のアクアマリン	ハート・ブリリアントカット	3539	Exp	-10
Itac904dc8d93437099ddaf07eb0536563	王女のサファイア	オーバル・ブリリアントカット	10613	Exp	-6
It918384452d09ab6d177cd24526b5047e	殺戮のサファイア	オーバル・ブリリアントカット	26885	Agi	4
Itdc816f2572c2197a6ab301c7e8a29851	血塗られたサファイア	フランダースカット	30841	Exp	1
Itffb37c905644ec79ec0be6dbbf08ff59	王族のトパーズ	バゲットカット	22385	Hp	7
It6793a0e96f9f15ecdc4b02893c4805a2	王子のエメラルド	フランダースカット	33477	Int	3
It431ae2591c8c48ca38b42368bdb91cb4	血塗られたアクアマリン	バリオンカット	4562	Atk	-6
It7f4ada3156954fbed7d9cc85bd4dee9a	殺戮のアメジスト	スクウェアステップカット	61256	Mp	3
It762082595254b18a0eee4ef95de5c122	秘密のトパーズ	ハート・ブリリアントカット	10362	Def	-2
It1ac1a492c6a25c5f17c5d55a37cf9fe8	王女のルビー	フランダースカット	61620	Exp	4
Itb190733ed4ef9ac7fdcf8d29b7aa5117	王妃のアメジスト	フランダースカット	31433	Exp	-3
It874007b3eb3d26ec6e895d2198f058fa	サファイア	エメラルドカット	27220	Def	-3
It744dd7ff845694dadd2b7733e2fc6fe9	殺戮のルビー	レイディエントカット	1381	Int	4
It9bdbd4aa25c2e52c4a448b7597fe11e7	王女のアメジスト	オーバル・ブリリアントカット	4933	Def	6
It0cea8e579b62634f0153d81062d42eb3	王女のトパーズ	エメラルドカット	11896	Int	1
Itcebdbd2abffa12f0279e1d9704f560ad	王子のアメジスト	エメラルドカット	57318	Hp	-10
It0ea925202b00b34d04dbf0403cd310f7	秘密のエメラルド	マルキーズ・ブリリアントカット	17057	Def	-5
Ita3aeb6fec095ec4260745950360b92d9	伝説のアメジスト	レイディエントカット	47474	Hp	6
It1687bfb9f03cd85f3e5f3edfa05cd5f8	王妃のサファイア	ペアシェイプ・ブリリアントカット	42974	Def	0
Ite28bf908b177ce17914622a69f69fe94	王族のアクアマリン	プリンセスカット	32067	Def	-1
Iteb2d20aa1cd2c1ca57eb846d159c1da1	王妃のトパーズ	レイディエントカット	30660	Hp	-1
Itec4e3237661c2cb929f1fb9d3aa596ce	伝説のルビー	レイディエントカット	63010	Def	1
It2b71e38436570d8f0353563e2f644339	殺戮のアメジスト	プリンセスカット	36072	Exp	-6
It4d1ee7e78278b324ed542af7aeba5c41	王女のダイヤモンド	ラウンド・ブリリアントカット	43223	Exp	5
It79815a03ca6ec904c6da3d093bb31a22	王子のエメラルド	エメラルドカット	12418	Mp	1
Itf3aba17ba0b14d5e19f2ec7cf3eddf55	王族のアメジスト	ペアシェイプ・ブリリアントカット	19414	Atk	4
Ite4eee3137eb675b08b9e0e082811fa71	王妃のルビー	プリンセスカット	31614	Hp	-10
It789cc3b644021dc5a080b5f308fe796a	伝説のトパーズ	ラウンド・ブリリアントカット	11923	Agi	-4
It211716ec53e9cb379fcad274ce3b5187	怪奇のルビー	マルキーズ・ブリリアントカット	5154	Def	8
Itd8753383244a2e4965d7724d69873eb1	王女のエメラルド	ペアシェイプ・ブリリアントカット	58898	Atk	-6
It5ae9c9fa7bea9e0a5ead17f47bcaf515	サファイア	マルキーズ・ブリリアントカット	38858	Int	8
It9205514f8807c158241857126ddc39eb	王女のアクアマリン	ハート・ブリリアントカット	60369	Int	-4
Ita78b992e7597520e6c156a46091185fb	アメジスト	マルキーズ・ブリリアントカット	848	Exp	6
It7ab0b528c952d15d341651d1c1be1add	王女のサファイア	エメラルドカット	47941	Int	8
Itd8cb4668f88d4721b36ca0598b3cf9df	王子のルビー	マルキーズ・ブリリアントカット	3514	Mp	-1
Itfe8ef39e8a376b54efdad11d107ca3b9	王女のダイヤモンド	ペアシェイプ・ブリリアントカット	3867	Int	-3
It9cc1fe16428a347563c3037fad34fbb8	王子のサファイア	オーバル・ブリリアントカット	14766	Agi	5
Ita8317127214b4fc08f05b3fedc3a54ff	王女のダイヤモンド	フランダースカット	12084	Exp	0
It63dda17c8b6f86c98b3471042c44b7cf	殺戮のアクアマリン	マルキーズ・ブリリアントカット	14508	Def	6
Itcf413251aacd6377ebe37668de272211	血塗られたアメジスト	プリンセスカット	53765	Agi	2
Itf1bcd4e02e1c512dbd8eafe027e7c418	伝説のアメジスト	バゲットカット	36188	Hp	-5
Itcd8b6141a4a13df1c3d466f4af9f0e9e	伝説のサファイア	ペアシェイプ・ブリリアントカット	6989	Mp	3
It7670c574f064bb2ad36898bbb9993cf8	血塗られたアメジスト	エメラルドカット	50000	Def	7
It1c4583f922b2ac1f1d22811079094cc7	伝説のダイヤモンド	オールドマイン・ブリリアントカット	4269	Hp	-4
It30f183c006cbf5e4a85129803cc236bc	秘密のエメラルド	スクウェアステップカット	49069	Mp	-8
It7c6d261cb63306b832bd244f7fc6f880	血塗られたサファイア	ラウンド・ブリリアントカット	32436	Def	-5
It2890138ac5258990a2a0d573a14ecce0	王妃のエメラルド	バリオンカット	60255	Def	6
Ita900a52102e1de95ed898e5bf09a0e78	血塗られたエメラルド	マルキーズ・ブリリアントカット	58924	Agi	-5
It6f3dcb53cba71a548c052635f17317f1	王妃のアクアマリン	マルキーズ・ブリリアントカット	18977	Int	-8
It16ab38da1ff63e2eaeed0a4b04dd9bc3	王妃のアクアマリン	スクウェアステップカット	40550	Mp	0
Itc039683a2b254937c4f5eb9688e4188e	伝説のアクアマリン	スクウェアステップカット	54885	Def	0
It84fe05d7146623844cab9e42b3c762fa	王女のアメジスト	ペアシェイプ・ブリリアントカット	14056	Agi	-3
Itf3816e774b9bdb782d9606e8ff0cec5a	王女のサファイア	ハート・ブリリアントカット	29635	Hp	-3
It9ed2b906827dd2795a954544d14f30ff	秘密のアクアマリン	オーバル・ブリリアントカット	19265	Hp	-2
It74177e109f5ee9b9a0d1bcc5e287c675	王子のアメジスト	レイディエントカット	44861	Hp	-10
It236c86534214303747cfb4437b2c12cc	王女のサファイア	ハート・ブリリアントカット	18026	Hp	3
Itf7a256751da8c6a99f088990b9807167	血塗られたアメジスト	バゲットカット	9173	Atk	-1
It10d28301b32a0e99e1b370fccb63c2b7	血塗られたサファイア	オールドマイン・ブリリアントカット	26526	Atk	-10
It7ba9eb86af8bb3372658bfb995fb5901	王子のアクアマリン	ハート・ブリリアントカット	34728	Mp	5
Itf0d9e74f32eeff386571eee422c4f89f	秘密のエメラルド	レイディエントカット	11840	Hp	-1
It5308a6fb5df7ca3c28ea899af30a8e8f	怪奇のサファイア	エメラルドカット	55985	Hp	5
It9e5f283bd8607a2b8e49de488f47e9ea	アクアマリン	エメラルドカット	4722	Hp	0
Ite9705c84cc2e7c00d969f60f923f364c	殺戮のアクアマリン	レイディエントカット	63083	Exp	-9
Itf32de08b39a47cfc1ed2d636a6f11526	王子のアメジスト	オールドマイン・ブリリアントカット	64713	Atk	-4
It73e03c44f04bca433ca133aac1e0b7e3	王子のダイヤモンド	マルキーズ・ブリリアントカット	33381	Agi	7
It7407efd394bbc0b1e12f3da0fdff8f91	王族のエメラルド	スクウェアステップカット	42452	Mp	7
It33be52bb8f34acd58872feacf61920c4	エメラルド	オールドマイン・ブリリアントカット	49621	Agi	5
Itd1e259a4837c567f89f5a60836d29e8f	怪奇のアクアマリン	バゲットカット	1111	Agi	-9
It731b0534735cf1e15fad36494342af0b	血塗られたルビー	フランダースカット	20622	Exp	6
It91b0b5b830a67e458ae60c63a9645eb1	王族のアメジスト	フランダースカット	49104	Agi	2
It2fcb0d682c1b7a4c5d65bad2a47724e7	王妃のアクアマリン	ハート・ブリリアントカット	54439	Agi	-6
It4f5d9d9c93b24fc8cfca82cc7cd02434	伝説のエメラルド	マルキーズ・ブリリアントカット	36998	Mp	6
It7429b4e9a3d1b9d9f5429e82be32900c	怪奇のトパーズ	プリンセスカット	12704	Atk	-8
It9ec4e0ed27a76f93d6b8564b132b6566	伝説のダイヤモンド	ラウンド・ブリリアントカット	25771	Def	-10
Itaae64d141843b686cf39f1d17c75ecc7	秘密のルビー	スクウェアステップカット	34261	Exp	1
Itf1793cac52843e6ef54cc694b8a13d9b	秘密のダイヤモンド	マルキーズ・ブリリアントカット	58256	Mp	7
It19a3f57308e4342107f1b577ca82971f	王妃のアクアマリン	バゲットカット	6909	Hp	-3
Ite82a321ae31a2e09d0f310b923c59521	王妃のルビー	マルキーズ・ブリリアントカット	22197	Mp	9
Itee059ddc26326cbde1249d299a3efc7f	血塗られたサファイア	マルキーズ・ブリリアントカット	61752	Def	3
It75a39823c6bbffdd7e6c2a7a72b3cef2	王女のダイヤモンド	オールドマイン・ブリリアントカット	35398	Hp	3
Itc578948dc27199ea266b7f37150541c3	血塗られたダイヤモンド	バゲットカット	7420	Mp	-5
It4c9f81941cb639ab42f9ff8bc9ef080c	ダイヤモンド	ペアシェイプ・ブリリアントカット	23436	Def	-4
It338f33bbbd407155aaf12ec783a76ad9	王子のアクアマリン	バゲットカット	46123	Hp	-4
It5e3cf422ae72f37de17e48804ba21ec8	王女のアメジスト	スクウェアステップカット	65437	Def	-6
It240c8261a78ae9323356a75a96eb64bf	怪奇のダイヤモンド	バゲットカット	31357	Mp	-8
It088702c043382d606848c70104dd075d	秘密のアメジスト	バリオンカット	8824	Agi	9
Ite31216914be3628a1b75a3f3b6c7f8e8	血塗られたサファイア	フランダースカット	51165	Hp	8
It68378b2e67cc405ee646d1368cbe9700	王妃のアクアマリン	バゲットカット	17448	Agi	9
It90c731df3c6de05d7e1351bd3be4f61d	王女のダイヤモンド	マルキーズ・ブリリアントカット	33573	Exp	-4
Itfe588abf7fa2a215acd7de0df93f3c83	王女のアメジスト	レイディエントカット	14949	Int	-3
It2e3e94a1665c202710d6c9ef32b25481	伝説のトパーズ	ラウンド・ブリリアントカット	54966	Int	-10
Ita5f2caee69ce3d7d1439ee1db9951ae7	王女のルビー	プリンセスカット	50386	Def	7
It05718e2791ad8519cdeac3d803429332	血塗られたエメラルド	スクウェアステップカット	23639	Exp	-10
It117018408e52d5c9e47d2730cea683ea	王妃のルビー	レイディエントカット	22318	Atk	-2
Itee2fbeb567807be8361ab8924d20c011	王妃のダイヤモンド	フランダースカット	47272	Hp	9
Iteaf97051c6d32e074569ed5ea47a5be0	王族のアメジスト	スクウェアステップカット	55581	Mp	5
It9ed75125ec6e6e235574760b8a6e3797	王妃のアメジスト	レイディエントカット	41456	Mp	-4
It365bd66e70c3a4c420120236693d377a	王妃のダイヤモンド	マルキーズ・ブリリアントカット	55275	Exp	-1
Itf716c36dc95361396cad5e33c012b541	王子のダイヤモンド	フランダースカット	58384	Mp	3
Itb01dbba693ee41fbdff8f7a25d030208	血塗られたアメジスト	ハート・ブリリアントカット	9897	Def	6
Itd31841e0d8d77dece59fb0c6b20ee7f4	秘密のトパーズ	ラウンド・ブリリアントカット	3789	Agi	8
It889170a5b1edd093ebde4e532b0f0e2b	怪奇のサファイア	レイディエントカット	56251	Int	-5
It785d2f5e6ee35a107081008c03e80d59	王族のトパーズ	エメラルドカット	64828	Mp	4
It65374c5b90e6d89758fee7fece3277dd	王妃のサファイア	ハート・ブリリアントカット	24592	Exp	-1
It1381d4ba62471c517545d37efe3ae078	秘密のサファイア	ペアシェイプ・ブリリアントカット	15664	Exp	5
Itafff7fc3bb5266d2049d6beca3cf2504	王族のダイヤモンド	オールドマイン・ブリリアントカット	19401	Def	-4
It1865b582e502e7fa37deef894febf25e	秘密のダイヤモンド	ラウンド・ブリリアントカット	21480	Def	2
Itd20ba503482ca1189a7378b8a8af7e32	王女のダイヤモンド	オールドマイン・ブリリアントカット	59154	Hp	2
It3355583ee06a20a2dfa89903baa60fe2	血塗られたサファイア	マルキーズ・ブリリアントカット	32198	Def	-5
Itbe88705be8b8892a4644452d7ed6a9d2	怪奇のダイヤモンド	マルキーズ・ブリリアントカット	62059	Hp	4
It67279b8aeffbf8a6302b702e5c29099f	怪奇のダイヤモンド	エメラルドカット	23044	Mp	-10
It2f8c4e2030aafd7d131b7f896588e7a0	怪奇のルビー	ラウンド・ブリリアントカット	59997	Def	9
It433f6d02845c39ba9baaab37a4e0038d	王妃のアクアマリン	バリオンカット	42002	Atk	-5
It38e092028c7f10ad2cd4d6363b52e1ba	トパーズ	バゲットカット	27142	Exp	-4
It799d22fd6bf4597e7c9b72c6f6eb25ec	伝説のアメジスト	フランダースカット	31941	Hp	-3
Itda9d48f1d7b7e73722888081470d6cec	血塗られたアメジスト	ハート・ブリリアントカット	29282	Exp	4
It692853e65e43629818a437e9693eaae4	秘密のダイヤモンド	オーバル・ブリリアントカット	25095	Hp	5
It1d9ac09f703a498c60ebbfd01e4ec497	怪奇のアクアマリン	フランダースカット	62045	Mp	-9
